Order,Family,Genus,Species,Time,Disp.M,Disp.95,Mass,Diet,NDVI,HFI
Carnivora,Mustelidae,Gulo,Gulo gulo,2,0.432377764,7.369193867,17013,C,0.140052031,2.610811814
Carnivora,Mustelidae,Gulo,Gulo gulo,2,0.21474364,4.901309923,17013,C,-0.926875499,3.576740274
Carnivora,Mustelidae,Gulo,Gulo gulo,4,1.716440622,11.26739799,17013,C,0.297646669,3.885275243
Carnivora,Mustelidae,Gulo,Gulo gulo,4,0.942303083,9.901201022,17013,C,-0.392982649,3.690725183
Carnivora,Mustelidae,Gulo,Gulo gulo,4,1.142610821,9.813240917,17013,C,-0.794074433,3.861751152
Carnivora,Mustelidae,Gulo,Gulo gulo,4,1.155192407,11.21771854,17013,C,0.129237153,2.607635755
Carnivora,Mustelidae,Gulo,Gulo gulo,4,0.664846288,6.730466253,17013,C,-0.967589345,3.614206557
Carnivora,Mustelidae,Gulo,Gulo gulo,8,3.05818147,16.11980835,17013,C,0.331634561,3.799731574
Carnivora,Mustelidae,Gulo,Gulo gulo,8,2.440342339,15.75977972,17013,C,-0.417036197,3.683623929
Carnivora,Mustelidae,Gulo,Gulo gulo,8,2.154137417,12.83980665,17013,C,-0.885001281,3.724970358
Carnivora,Mustelidae,Gulo,Gulo gulo,8,3.015228429,16.68585376,17013,C,0.14687354,2.530692977
Carnivora,Mustelidae,Gulo,Gulo gulo,8,1.591003466,8.97479024,17013,C,-0.885641803,3.784228657
Carnivora,Mustelidae,Gulo,Gulo gulo,16,5.502080338,20.64893746,17013,C,0.381905983,3.78046285
Carnivora,Mustelidae,Gulo,Gulo gulo,16,4.582228702,15.82379737,17013,C,-0.368042088,3.812614372
Carnivora,Mustelidae,Gulo,Gulo gulo,16,2.771842047,14.14471062,17013,C,-0.892917031,3.848008166
Carnivora,Mustelidae,Gulo,Gulo gulo,16,6.118300464,16.74620036,17013,C,0.232193901,2.432820194
Carnivora,Mustelidae,Gulo,Gulo gulo,16,3.022993769,10.46649569,17013,C,-0.626480027,3.486093564
Carnivora,Mustelidae,Gulo,Gulo gulo,32,7.771510922,23.89614842,17013,C,0.160665128,3.351439938
Carnivora,Mustelidae,Gulo,Gulo gulo,32,9.666001634,23.11389478,17013,C,-0.359404939,3.660712185
Carnivora,Mustelidae,Gulo,Gulo gulo,32,5.603942389,20.62040676,17013,C,-0.904435494,3.58738952
Carnivora,Mustelidae,Gulo,Gulo gulo,32,9.016888806,25.58894448,17013,C,0.06323433,2.129113251
Carnivora,Mustelidae,Gulo,Gulo gulo,64,10.84118973,31.61267868,17013,C,0.071787843,4.015676484
Carnivora,Mustelidae,Gulo,Gulo gulo,64,13.51974322,26.01242482,17013,C,-0.293833365,3.765668166
Carnivora,Mustelidae,Gulo,Gulo gulo,64,12.62373175,22.91297003,17013,C,-0.630730165,3.822763658
Carnivora,Mustelidae,Gulo,Gulo gulo,64,9.870125716,28.54303079,17013,C,0.057878092,2.07170911
Carnivora,Mustelidae,Gulo,Gulo gulo,64,6.65390348,14.33822083,17013,C,-1.19353616,3.422335578
Carnivora,Mustelidae,Gulo,Gulo gulo,128,12.78899898,27.05643259,17013,C,0.427242392,3.465348631
Carnivora,Mustelidae,Gulo,Gulo gulo,128,15.39506525,37.75162158,17013,C,-0.173430934,4.072713342
Carnivora,Mustelidae,Gulo,Gulo gulo,128,12.91357786,29.68940752,17013,C,-0.836133339,3.427982071
Carnivora,Mustelidae,Gulo,Gulo gulo,128,13.54581185,27.5815868,17013,C,-0.02319534,2.410575917
Carnivora,Mustelidae,Gulo,Gulo gulo,128,6.476463851,22.76609459,17013,C,-1.347500515,4.059515877
Carnivora,Mustelidae,Gulo,Gulo gulo,256,10.27040337,26.51522917,17013,C,-0.2755445,4.496622738
Carnivora,Mustelidae,Gulo,Gulo gulo,256,13.35533899,39.45193201,17013,C,-0.033113614,4.178188986
Carnivora,Mustelidae,Gulo,Gulo gulo,256,12.88524957,33.58210042,17013,C,-0.216733475,3.474520932
Carnivora,Mustelidae,Gulo,Gulo gulo,256,10.69271713,29.46335055,17013,C,0.210743395,2.295279325
Carnivora,Mustelidae,Gulo,Gulo gulo,256,5.436589584,13.77207823,17013,C,-1.115709485,3.663025307
Lagomorpha,Leporidae,Lepus,Lepus europaeus,1,0.051254415,0.305731353,3740,H,0.55929162,17.60536339
Lagomorpha,Leporidae,Lepus,Lepus europaeus,1,0.045013325,0.414877813,3740,H,0.536742384,17.66443984
Lagomorpha,Leporidae,Lepus,Lepus europaeus,1,0.033505169,0.295816518,3740,H,0.537575876,29.85503978
Lagomorpha,Leporidae,Lepus,Lepus europaeus,1,0.053806208,0.28262012,3740,H,0.661669069,9.279841818
Lagomorpha,Leporidae,Lepus,Lepus europaeus,1,0.05437456,0.568940951,3740,H,0.106098038,11.34366153
Lagomorpha,Leporidae,Lepus,Lepus europaeus,1,0.090761506,0.477104355,3740,H,0.594417637,12.27387081
Lagomorpha,Leporidae,Lepus,Lepus europaeus,1,0.127324561,0.595256157,3740,H,0.418485794,12.37988145
Lagomorpha,Leporidae,Lepus,Lepus europaeus,1,0.069526674,0.341174157,3740,H,0.347796597,11.8274332
Lagomorpha,Leporidae,Lepus,Lepus europaeus,1,0.027479792,0.22133812,3740,H,0.309291827,10.23038792
Lagomorpha,Leporidae,Lepus,Lepus europaeus,1,0.053016156,0.417177989,3740,H,0.869175381,8.087475637
Lagomorpha,Leporidae,Lepus,Lepus europaeus,1,0.019805549,0.173618551,3740,H,0.078091848,21.44828763
Lagomorpha,Leporidae,Lepus,Lepus europaeus,1,0.041396145,0.34372617,3740,H,0.810658484,35.18575773
Lagomorpha,Leporidae,Lepus,Lepus europaeus,1,0.032899546,0.433178937,3740,H,1.00085126,12.24779876
Lagomorpha,Leporidae,Lepus,Lepus europaeus,1,0.049731781,0.548342047,3740,H,0.090063199,12.64059804
Lagomorpha,Leporidae,Lepus,Lepus europaeus,1,0.06685791,0.403405196,3740,H,0.189655108,12.42697613
Lagomorpha,Leporidae,Lepus,Lepus europaeus,1,0.036258148,0.235404437,3740,H,0.686481971,35.40306293
Lagomorpha,Leporidae,Lepus,Lepus europaeus,1,0.048184878,0.38823527,3740,H,0.34937576,23.79101743
Lagomorpha,Leporidae,Lepus,Lepus europaeus,1,0.039175158,0.263507101,3740,H,0.359582872,9.95650636
Lagomorpha,Leporidae,Lepus,Lepus europaeus,1,0.025115366,0.371860117,3740,H,0.735068984,12.18833746
Lagomorpha,Leporidae,Lepus,Lepus europaeus,1,0.071222989,0.546940808,3740,H,0.248014117,12.26696725
Lagomorpha,Leporidae,Lepus,Lepus europaeus,1,0.039472311,0.499008703,3740,H,0.0650112,11.94535757
Lagomorpha,Leporidae,Lepus,Lepus europaeus,1,0.046975996,0.566596133,3740,H,-0.831270541,11.91426255
Lagomorpha,Leporidae,Lepus,Lepus europaeus,2,0.083032194,0.388821336,3740,H,0.572488044,17.61621449
Lagomorpha,Leporidae,Lepus,Lepus europaeus,2,0.084600171,0.500895529,3740,H,0.558075538,17.63579438
Lagomorpha,Leporidae,Lepus,Lepus europaeus,2,0.061591575,0.357528368,3740,H,0.564775454,29.90241595
Lagomorpha,Leporidae,Lepus,Lepus europaeus,2,0.099983475,0.408017923,3740,H,0.6851301,9.301285951
Lagomorpha,Leporidae,Lepus,Lepus europaeus,2,0.202233316,0.929523999,3740,H,0.128685969,11.60470013
Lagomorpha,Leporidae,Lepus,Lepus europaeus,2,0.163762096,0.594912783,3740,H,0.666024244,12.27968011
Lagomorpha,Leporidae,Lepus,Lepus europaeus,2,0.194395317,0.730874327,3740,H,0.425509345,12.3779424
Lagomorpha,Leporidae,Lepus,Lepus europaeus,2,0.109713418,0.409069802,3740,H,0.375698653,11.83525813
Lagomorpha,Leporidae,Lepus,Lepus europaeus,2,0.09069889,0.52159253,3740,H,0.890086244,8.126126505
Lagomorpha,Leporidae,Lepus,Lepus europaeus,2,0.034734904,0.210408847,3740,H,0.152013188,21.45453195
Lagomorpha,Leporidae,Lepus,Lepus europaeus,2,0.072296206,0.452710029,3740,H,0.8451152,35.11496199
Lagomorpha,Leporidae,Lepus,Lepus europaeus,2,0.057846776,0.602379772,3740,H,0.997687499,20.20043643
Lagomorpha,Leporidae,Lepus,Lepus europaeus,2,0.119680582,0.76861214,3740,H,0.812372422,17.46167548
Lagomorpha,Leporidae,Lepus,Lepus europaeus,2,0.063689454,0.315501782,3740,H,0.67556044,11.85418484
Lagomorpha,Leporidae,Lepus,Lepus europaeus,2,0.067068277,0.52038099,3740,H,1.025743427,12.2448169
Lagomorpha,Leporidae,Lepus,Lepus europaeus,2,0.098470926,0.745352532,3740,H,0.115327502,12.62662369
Lagomorpha,Leporidae,Lepus,Lepus europaeus,2,0.124090588,0.520450067,3740,H,0.204584072,12.40799712
Lagomorpha,Leporidae,Lepus,Lepus europaeus,2,0.06070138,0.322581617,3740,H,0.723231773,35.39411012
Lagomorpha,Leporidae,Lepus,Lepus europaeus,2,0.127597642,0.598193253,3740,H,0.694869495,12.25135643
Lagomorpha,Leporidae,Lepus,Lepus europaeus,2,0.084146205,0.478225966,3740,H,0.403065884,23.78947154
Lagomorpha,Leporidae,Lepus,Lepus europaeus,2,0.083450527,0.403157271,3740,H,0.397730656,10.00545873
Lagomorpha,Leporidae,Lepus,Lepus europaeus,2,0.098898821,0.737007893,3740,H,0.265306916,12.26689832
Lagomorpha,Leporidae,Lepus,Lepus europaeus,2,0.07725447,0.724477069,3740,H,0.083616201,11.80246662
Lagomorpha,Leporidae,Lepus,Lepus europaeus,2,0.107234367,0.807724667,3740,H,-0.794504253,11.69527977
Lagomorpha,Leporidae,Lepus,Lepus europaeus,4,0.062039107,0.376438655,3740,H,0.538890654,17.53661347
Lagomorpha,Leporidae,Lepus,Lepus europaeus,4,0.076717766,0.429964464,3740,H,0.539517233,30.10189004
Lagomorpha,Leporidae,Lepus,Lepus europaeus,4,0.149062567,0.433579198,3740,H,0.670882393,9.234786955
Lagomorpha,Leporidae,Lepus,Lepus europaeus,4,0.184683277,0.622972444,3740,H,0.619375727,12.28050099
Lagomorpha,Leporidae,Lepus,Lepus europaeus,4,0.186450798,0.769794183,3740,H,0.37083112,12.3857059
Lagomorpha,Leporidae,Lepus,Lepus europaeus,4,0.162305338,0.528896286,3740,H,0.326820435,11.82901302
Lagomorpha,Leporidae,Lepus,Lepus europaeus,4,0.099117225,0.540610293,3740,H,0.804970369,7.668017299
Lagomorpha,Leporidae,Lepus,Lepus europaeus,4,0.059929115,0.281427454,3740,H,0.094330199,21.4690582
Lagomorpha,Leporidae,Lepus,Lepus europaeus,4,0.099841261,0.513270417,3740,H,0.796537126,35.10409172
Lagomorpha,Leporidae,Lepus,Lepus europaeus,4,0.180194821,0.763200296,3740,H,0.814073306,15.6638442
Lagomorpha,Leporidae,Lepus,Lepus europaeus,4,0.126082437,0.789245757,3740,H,0.951192711,20.23704146
Lagomorpha,Leporidae,Lepus,Lepus europaeus,4,0.220956956,0.798784219,3740,H,0.79680919,17.43266095
Lagomorpha,Leporidae,Lepus,Lepus europaeus,4,0.084542748,0.493855236,3740,H,1.224953946,13.74453764
Lagomorpha,Leporidae,Lepus,Lepus europaeus,4,0.101819307,0.377607212,3740,H,0.586626993,11.80347119
Lagomorpha,Leporidae,Lepus,Lepus europaeus,4,0.184059003,0.630407086,3740,H,0.932289623,9.418003049
Lagomorpha,Leporidae,Lepus,Lepus europaeus,4,0.111215758,0.373301141,3740,H,0.769454097,12.23318882
Lagomorpha,Leporidae,Lepus,Lepus europaeus,4,0.13226743,0.580260138,3740,H,1.028260078,12.24260651
Lagomorpha,Leporidae,Lepus,Lepus europaeus,4,0.167678849,0.764646375,3740,H,0.090845091,12.59546233
Lagomorpha,Leporidae,Lepus,Lepus europaeus,4,0.195636097,0.654201808,3740,H,0.139638766,12.39252996
Lagomorpha,Leporidae,Lepus,Lepus europaeus,4,0.221928287,0.563812789,3740,H,0.143449503,12.40924448
Lagomorpha,Leporidae,Lepus,Lepus europaeus,4,0.10065885,0.539111849,3740,H,0.378109475,11.3278057
Lagomorpha,Leporidae,Lepus,Lepus europaeus,4,0.095313526,0.399071234,3740,H,0.72226551,35.39404658
Lagomorpha,Leporidae,Lepus,Lepus europaeus,4,0.098828284,0.488828087,3740,H,0.71708125,15.0841349
Lagomorpha,Leporidae,Lepus,Lepus europaeus,4,0.215799606,0.732795597,3740,H,0.706442579,12.25215623
Lagomorpha,Leporidae,Lepus,Lepus europaeus,4,0.117514176,0.405832316,3740,H,0.549009648,20.60476409
Lagomorpha,Leporidae,Lepus,Lepus europaeus,4,0.147431889,0.561432589,3740,H,0.346538917,23.97926555
Lagomorpha,Leporidae,Lepus,Lepus europaeus,4,0.136345003,0.45734983,3740,H,0.374588595,10.05437151
Lagomorpha,Leporidae,Lepus,Lepus europaeus,4,0.07127795,0.355830649,3740,H,0.606522855,20.53742594
Lagomorpha,Leporidae,Lepus,Lepus europaeus,4,0.103846124,0.811662843,3740,H,0.186015107,12.27104308
Lagomorpha,Leporidae,Lepus,Lepus europaeus,4,0.077050241,0.283241456,3740,H,0.58214291,24.00731509
Lagomorpha,Leporidae,Lepus,Lepus europaeus,4,0.087246903,0.750198254,3740,H,-0.062525799,11.62245389
Lagomorpha,Leporidae,Lepus,Lepus europaeus,4,0.125547221,0.789267222,3740,H,-0.986062676,11.41706105
Lagomorpha,Leporidae,Lepus,Lepus europaeus,8,0.12553656,0.461829646,3740,H,0.60151195,17.50790139
Lagomorpha,Leporidae,Lepus,Lepus europaeus,8,0.178073263,0.428320466,3740,H,0.494208538,30.14436956
Lagomorpha,Leporidae,Lepus,Lepus europaeus,8,0.171141831,0.370442617,3740,H,0.629365044,9.177191909
Lagomorpha,Leporidae,Lepus,Lepus europaeus,8,0.211367327,0.522117836,3740,H,0.875017717,12.27425658
Lagomorpha,Leporidae,Lepus,Lepus europaeus,8,0.275679257,0.879306078,3740,H,0.38957375,12.37804536
Lagomorpha,Leporidae,Lepus,Lepus europaeus,8,0.075414428,0.246973064,3740,H,0.651262229,24.1357496
Lagomorpha,Leporidae,Lepus,Lepus europaeus,8,0.220225972,0.565164941,3740,H,0.304678559,11.83504168
Lagomorpha,Leporidae,Lepus,Lepus europaeus,8,0.154524939,0.631802458,3740,H,0.814180034,7.494328527
Lagomorpha,Leporidae,Lepus,Lepus europaeus,8,0.090326084,0.297749094,3740,H,0.110628841,21.49448672
Lagomorpha,Leporidae,Lepus,Lepus europaeus,8,0.174074399,0.569212469,3740,H,0.793697507,35.11595252
Lagomorpha,Leporidae,Lepus,Lepus europaeus,8,0.202455787,0.881959651,3740,H,0.86208813,15.76681901
Lagomorpha,Leporidae,Lepus,Lepus europaeus,8,0.215426182,0.849082703,3740,H,0.993597695,20.37856516
Lagomorpha,Leporidae,Lepus,Lepus europaeus,8,0.293723552,0.942439523,3740,H,1.070291659,17.72643191
Lagomorpha,Leporidae,Lepus,Lepus europaeus,8,0.234583066,0.524284311,3740,H,1.231417471,13.31023306
Lagomorpha,Leporidae,Lepus,Lepus europaeus,8,0.14802809,0.395995113,3740,H,0.544907454,11.64057044
Lagomorpha,Leporidae,Lepus,Lepus europaeus,8,0.25160829,0.83807342,3740,H,0.968709553,9.306261198
Lagomorpha,Leporidae,Lepus,Lepus europaeus,8,0.138896211,0.335572575,3740,H,0.789295164,12.23516995
Lagomorpha,Leporidae,Lepus,Lepus europaeus,8,0.170413488,0.622143776,3740,H,1.028471681,12.25234859
Lagomorpha,Leporidae,Lepus,Lepus europaeus,8,0.197623562,0.872066539,3740,H,0.109866946,12.61169204
Lagomorpha,Leporidae,Lepus,Lepus europaeus,8,0.258745384,0.639171663,3740,H,0.227181991,12.35799053
Lagomorpha,Leporidae,Lepus,Lepus europaeus,8,0.230474202,0.593942273,3740,H,0.172146589,12.38865522
Lagomorpha,Leporidae,Lepus,Lepus europaeus,8,0.112184293,0.398158335,3740,H,0.531926006,10.84723908
Lagomorpha,Leporidae,Lepus,Lepus europaeus,8,0.119424416,0.40132987,3740,H,0.732167185,35.33222829
Lagomorpha,Leporidae,Lepus,Lepus europaeus,8,0.202414991,0.604470239,3740,H,0.736841459,15.37116657
Lagomorpha,Leporidae,Lepus,Lepus europaeus,8,0.293318535,0.905744067,3740,H,0.119416328,12.21037629
Lagomorpha,Leporidae,Lepus,Lepus europaeus,8,0.256797782,0.683570021,3740,H,0.720489698,12.27664011
Lagomorpha,Leporidae,Lepus,Lepus europaeus,8,0.14791503,0.397704887,3740,H,0.540068871,20.57369532
Lagomorpha,Leporidae,Lepus,Lepus europaeus,8,0.174758205,0.562966505,3740,H,0.361573725,23.89546173
Lagomorpha,Leporidae,Lepus,Lepus europaeus,8,0.142790974,0.342481021,3740,H,0.577222737,20.53853831
Lagomorpha,Leporidae,Lepus,Lepus europaeus,8,0.188616033,0.91877659,3740,H,0.12788587,12.2619162
Lagomorpha,Leporidae,Lepus,Lepus europaeus,8,0.129545658,0.304011013,3740,H,0.588519896,23.91767524
Lagomorpha,Leporidae,Lepus,Lepus europaeus,8,0.308862913,0.86434123,3740,H,-0.130444539,11.55387905
Lagomorpha,Leporidae,Lepus,Lepus europaeus,8,0.562273864,0.887047408,3740,H,-0.96300139,11.311885
Lagomorpha,Leporidae,Lepus,Lepus europaeus,16,0.164119618,0.46883189,3740,H,0.65341801,17.55227077
Lagomorpha,Leporidae,Lepus,Lepus europaeus,16,0.181600292,0.432694612,3740,H,0.501767047,29.97430191
Lagomorpha,Leporidae,Lepus,Lepus europaeus,16,0.225303205,0.614467818,3740,H,0.829743187,12.24937931
Lagomorpha,Leporidae,Lepus,Lepus europaeus,16,0.352692725,0.880243766,3740,H,0.422212128,12.37111964
Lagomorpha,Leporidae,Lepus,Lepus europaeus,16,0.091439914,0.24333479,3740,H,0.667472297,24.11602778
Lagomorpha,Leporidae,Lepus,Lepus europaeus,16,0.224184418,0.575772077,3740,H,0.341807152,11.84101677
Lagomorpha,Leporidae,Lepus,Lepus europaeus,16,0.200969258,0.635408182,3740,H,0.844436907,7.446847452
Lagomorpha,Leporidae,Lepus,Lepus europaeus,16,0.127879714,0.369605335,3740,H,0.212408122,21.5271251
Lagomorpha,Leporidae,Lepus,Lepus europaeus,16,0.150475801,0.534312639,3740,H,0.827388663,34.8254351
Lagomorpha,Leporidae,Lepus,Lepus europaeus,16,0.177437364,0.86941702,3740,H,1.060009855,20.19239267
Lagomorpha,Leporidae,Lepus,Lepus europaeus,16,0.311051276,0.891341048,3740,H,1.027215859,17.61761653
Lagomorpha,Leporidae,Lepus,Lepus europaeus,16,0.219187623,0.616831185,3740,H,1.269683778,12.46700892
Lagomorpha,Leporidae,Lepus,Lepus europaeus,16,0.272197562,0.903899142,3740,H,1.039876426,9.487063284
Lagomorpha,Leporidae,Lepus,Lepus europaeus,16,0.161761613,0.393722372,3740,H,0.851308222,12.24677059
Lagomorpha,Leporidae,Lepus,Lepus europaeus,16,0.194328542,0.608330137,3740,H,1.082798041,12.25225339
Lagomorpha,Leporidae,Lepus,Lepus europaeus,16,0.275173527,1.089733415,3740,H,0.054957997,12.52557921
Lagomorpha,Leporidae,Lepus,Lepus europaeus,16,0.25217628,0.610842711,3740,H,0.244302568,12.3915302
Lagomorpha,Leporidae,Lepus,Lepus europaeus,16,0.237580093,0.522137608,3740,H,0.224049676,12.40897025
Lagomorpha,Leporidae,Lepus,Lepus europaeus,16,0.16452572,0.444906591,3740,H,0.756441011,35.34877264
Lagomorpha,Leporidae,Lepus,Lepus europaeus,16,0.342401035,1.003400428,3740,H,0.121294381,12.23507214
Lagomorpha,Leporidae,Lepus,Lepus europaeus,16,0.235226256,0.663604159,3740,H,0.786106053,12.25393904
Lagomorpha,Leporidae,Lepus,Lepus europaeus,16,0.148978189,0.408107374,3740,H,0.555481323,20.66685013
Lagomorpha,Leporidae,Lepus,Lepus europaeus,16,0.196775981,0.566566063,3740,H,0.470284452,23.3785703
Lagomorpha,Leporidae,Lepus,Lepus europaeus,16,0.453666299,0.822433903,3740,H,0.936867458,10.00485023
Lagomorpha,Leporidae,Lepus,Lepus europaeus,16,0.148728751,0.362404278,3740,H,0.610473083,20.5503996
Lagomorpha,Leporidae,Lepus,Lepus europaeus,16,0.333477582,0.957530706,3740,H,0.14329178,12.26183056
Lagomorpha,Leporidae,Lepus,Lepus europaeus,16,0.119815559,0.303777774,3740,H,0.60443268,24.01975028
Lagomorpha,Leporidae,Lepus,Lepus europaeus,16,0.361035519,0.843187839,3740,H,0.072756351,11.74780297
Lagomorpha,Leporidae,Lepus,Lepus europaeus,16,0.503965404,0.891948842,3740,H,-0.842173426,11.59601109
Lagomorpha,Leporidae,Lepus,Lepus europaeus,32,0.242171235,0.58344405,3740,H,0.274255711,17.49513282
Lagomorpha,Leporidae,Lepus,Lepus europaeus,32,0.170403597,0.404774721,3740,H,0.580074326,29.89714996
Lagomorpha,Leporidae,Lepus,Lepus europaeus,32,0.163150756,0.528243376,3740,H,0.743507776,9.194494751
Lagomorpha,Leporidae,Lepus,Lepus europaeus,32,0.229487345,0.513590368,3740,H,0.579428781,12.27256472
Lagomorpha,Leporidae,Lepus,Lepus europaeus,32,0.370695348,0.883647701,3740,H,0.54925875,12.37364509
Lagomorpha,Leporidae,Lepus,Lepus europaeus,32,0.095051854,0.245556973,3740,H,0.68439691,24.09487845
Lagomorpha,Leporidae,Lepus,Lepus europaeus,32,0.236487619,0.57403626,3740,H,0.45963739,11.80134025
Lagomorpha,Leporidae,Lepus,Lepus europaeus,32,0.184099518,0.673376844,3740,H,0.878157172,7.459938806
Lagomorpha,Leporidae,Lepus,Lepus europaeus,32,0.176967534,0.373722217,3740,H,0.177089472,21.52735442
Lagomorpha,Leporidae,Lepus,Lepus europaeus,32,0.160998258,0.530413187,3740,H,0.859162378,35.05949649
Lagomorpha,Leporidae,Lepus,Lepus europaeus,32,0.106383408,0.731782054,3740,H,0.613705334,15.79456359
Lagomorpha,Leporidae,Lepus,Lepus europaeus,32,0.210314026,0.876370461,3740,H,1.137058027,20.2518235
Lagomorpha,Leporidae,Lepus,Lepus europaeus,32,0.329528064,1.0407354,3740,H,1.018292382,17.359207
Lagomorpha,Leporidae,Lepus,Lepus europaeus,32,0.236279349,0.925463287,3740,H,1.005355301,9.636242526
Lagomorpha,Leporidae,Lepus,Lepus europaeus,32,0.147973161,0.373593561,3740,H,0.892196739,12.25300613
Lagomorpha,Leporidae,Lepus,Lepus europaeus,32,0.233605456,0.651931655,3740,H,0.210586532,12.38223549
Lagomorpha,Leporidae,Lepus,Lepus europaeus,32,0.202650996,0.542067539,3740,H,0.44608325,11.43944492
Lagomorpha,Leporidae,Lepus,Lepus europaeus,32,0.15759248,0.522677065,3740,H,0.700353815,35.29945551
Lagomorpha,Leporidae,Lepus,Lepus europaeus,32,0.327181362,0.913887112,3740,H,0.114027682,12.2222412
Lagomorpha,Leporidae,Lepus,Lepus europaeus,32,0.221405271,0.647147392,3740,H,0.830350537,12.25994102
Lagomorpha,Leporidae,Lepus,Lepus europaeus,32,0.206629048,0.436572482,3740,H,0.524689068,20.58871848
Lagomorpha,Leporidae,Lepus,Lepus europaeus,32,0.203990944,0.52582236,3740,H,0.339947202,23.31059435
Lagomorpha,Leporidae,Lepus,Lepus europaeus,32,0.384780949,0.924002961,3740,H,0.87548333,10.33264634
Lagomorpha,Leporidae,Lepus,Lepus europaeus,32,0.165345241,0.342715507,3740,H,0.643467478,20.54270948
Lagomorpha,Leporidae,Lepus,Lepus europaeus,32,0.331301815,1.003280756,3740,H,0.212455314,12.26174396
Lagomorpha,Leporidae,Lepus,Lepus europaeus,32,0.156492908,0.323652705,3740,H,0.621181459,23.8593803
Lagomorpha,Leporidae,Lepus,Lepus europaeus,32,0.337643497,0.826520729,3740,H,0.145195139,11.57462401
Lagomorpha,Leporidae,Lepus,Lepus europaeus,32,0.46492575,0.842037197,3740,H,-0.821994159,11.58404207
Lagomorpha,Leporidae,Lepus,Lepus europaeus,64,0.22607968,0.61623284,3740,H,0.300916866,17.51739364
Lagomorpha,Leporidae,Lepus,Lepus europaeus,64,0.204271986,0.40378488,3740,H,0.574814295,29.92191582
Lagomorpha,Leporidae,Lepus,Lepus europaeus,64,0.174172746,0.462435549,3740,H,0.726979123,9.190940633
Lagomorpha,Leporidae,Lepus,Lepus europaeus,64,0.21815371,0.510239783,3740,H,0.507483068,12.27500759
Lagomorpha,Leporidae,Lepus,Lepus europaeus,64,0.397569528,0.875851314,3740,H,0.517328291,12.35440613
Lagomorpha,Leporidae,Lepus,Lepus europaeus,64,0.096901888,0.242328734,3740,H,0.666768477,23.83307691
Lagomorpha,Leporidae,Lepus,Lepus europaeus,64,0.213607226,0.561090755,3740,H,0.371112196,11.89270371
Lagomorpha,Leporidae,Lepus,Lepus europaeus,64,0.271298872,0.781165976,3740,H,0.901831591,7.544771647
Lagomorpha,Leporidae,Lepus,Lepus europaeus,64,0.192230134,0.426678675,3740,H,0.159243445,21.54142078
Lagomorpha,Leporidae,Lepus,Lepus europaeus,64,0.168106423,0.545504033,3740,H,0.815719041,35.30359124
Lagomorpha,Leporidae,Lepus,Lepus europaeus,64,0.140466023,0.863212379,3740,H,0.506734157,15.97774133
Lagomorpha,Leporidae,Lepus,Lepus europaeus,64,0.241604533,0.927166074,3740,H,1.04799288,20.42091159
Lagomorpha,Leporidae,Lepus,Lepus europaeus,64,0.349984593,1.126047335,3740,H,0.96641535,17.09941162
Lagomorpha,Leporidae,Lepus,Lepus europaeus,64,0.27018423,0.912375627,3740,H,0.984818664,9.86744396
Lagomorpha,Leporidae,Lepus,Lepus europaeus,64,0.159760791,0.395353894,3740,H,0.838847706,12.25300613
Lagomorpha,Leporidae,Lepus,Lepus europaeus,64,0.390746713,0.706377685,3740,H,1.013818269,12.25244033
Lagomorpha,Leporidae,Lepus,Lepus europaeus,64,0.261147336,1.15859965,3740,H,0.176272738,12.53837321
Lagomorpha,Leporidae,Lepus,Lepus europaeus,64,0.255207475,0.53699652,3740,H,0.277637404,12.32270494
Lagomorpha,Leporidae,Lepus,Lepus europaeus,64,0.267975064,0.578169025,3740,H,0.150841639,12.36651422
Lagomorpha,Leporidae,Lepus,Lepus europaeus,64,0.174772936,0.541979051,3740,H,0.43547727,11.54962647
Lagomorpha,Leporidae,Lepus,Lepus europaeus,64,0.167471821,0.385422593,3740,H,0.668685717,35.37271497
Lagomorpha,Leporidae,Lepus,Lepus europaeus,64,0.339012753,0.891999116,3740,H,0.107244124,12.21552088
Lagomorpha,Leporidae,Lepus,Lepus europaeus,64,0.202704318,0.724475114,3740,H,0.796459093,12.26396376
Lagomorpha,Leporidae,Lepus,Lepus europaeus,64,0.153238011,0.454254965,3740,H,0.503639882,20.54157048
Lagomorpha,Leporidae,Lepus,Lepus europaeus,64,0.182746739,0.512309414,3740,H,0.420024672,23.41269747
Lagomorpha,Leporidae,Lepus,Lepus europaeus,64,0.335447554,0.961958621,3740,H,0.851125567,10.13352775
Lagomorpha,Leporidae,Lepus,Lepus europaeus,64,0.18893856,0.407372777,3740,H,0.649836379,20.54774545
Lagomorpha,Leporidae,Lepus,Lepus europaeus,64,0.262116984,0.714804428,3740,H,0.235774078,12.2616585
Lagomorpha,Leporidae,Lepus,Lepus europaeus,64,0.143176908,0.31087854,3740,H,0.624478808,23.9621139
Lagomorpha,Leporidae,Lepus,Lepus europaeus,64,0.371110988,0.843148943,3740,H,0.107796386,11.58131388
Lagomorpha,Leporidae,Lepus,Lepus europaeus,64,0.278568847,0.823370134,3740,H,-0.801936753,11.62690398
Lagomorpha,Leporidae,Lepus,Lepus europaeus,128,0.234837737,0.53733555,3740,H,0.366907889,17.51922946
Lagomorpha,Leporidae,Lepus,Lepus europaeus,128,0.212704374,0.477391105,3740,H,0.602993015,30.28551391
